,term,N,N_ordered,N_not_ordered,freq_ordered (of total),N_made,N_not_made,freq_made (of total),freq_made (of ordered),N_crystallised,N_not_crystallised,freq_crystallised (of total),freq_crystallised (of made),N_assayed,N_not_assayed,freq_assayed (of total),freq_assayed (of made)
242,hydrogen,3513,59,3454,0.0168,47,3466,0.0134,0.7966,3513,0,1.0,74.7447,36,3477,0.0102,0.766
243,bond,1791,165,1626,0.0921,130,1661,0.0726,0.7879,1791,0,1.0,13.7769,81,1710,0.0452,0.6231
244,pat-unk-b2d,9,8,1,0.8889,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
245,lipophilic,2677,60,2617,0.0224,46,2631,0.0172,0.7667,2677,0,1.0,58.1957,27,2650,0.0101,0.587
246,residue,3970,41,3929,0.0103,30,3940,0.0076,0.7317,3970,0,1.0,132.3333,23,3947,0.0058,0.7667
247,n-methylene,9,8,1,0.8889,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
248,target,1000,119,881,0.119,86,914,0.086,0.7227,1000,0,1.0,11.6279,58,942,0.058,0.6744
249,conservative,40,8,32,0.2,0,40,0.0,0.0,40,0,1.0,0.0,0,40,0.0,0.0
250,p-me,9,8,1,0.8889,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
251,p-cf3,10,8,2,0.8,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
252,stereogenic,9,8,1,0.8889,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
253,racemate,162,42,120,0.2593,32,130,0.1975,0.7619,162,0,1.0,5.0625,30,132,0.1852,0.9375
254,ketone,26,8,18,0.3077,0,26,0.0,0.0,26,0,1.0,0.0,0,26,0.0,0.0
255,conjugate,9,8,1,0.8889,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
256,addition,981,156,825,0.159,107,874,0.1091,0.6859,981,0,1.0,9.1682,73,908,0.0744,0.6822
257,arylvinyl,9,8,1,0.8889,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
258,rational,354,27,327,0.0763,26,328,0.0734,0.963,354,0,1.0,13.6154,17,337,0.048,0.6538
259,flexibility,161,20,141,0.1242,15,146,0.0932,0.75,161,0,1.0,10.7333,12,149,0.0745,0.8
260,navigating,6,3,3,0.5,3,3,0.5,1.0,6,0,1.0,2.0,0,6,0.0,0.0
261,enamine,2398,612,1786,0.2552,537,1861,0.2239,0.8775,2398,0,1.0,4.4655,270,2128,0.1126,0.5028
262,combinig,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
263,pyridyl,56,11,45,0.1964,7,49,0.125,0.6364,56,0,1.0,8.0,2,54,0.0357,0.2857
264,bidentate,6,1,5,0.1667,1,5,0.1667,1.0,6,0,1.0,6.0,0,6,0.0,0.0
265,backbone,313,22,291,0.0703,20,293,0.0639,0.9091,313,0,1.0,15.65,10,303,0.0319,0.5
266,guided,69,8,61,0.1159,6,63,0.087,0.75,69,0,1.0,11.5,1,68,0.0145,0.1667
267,hotspot,38,4,34,0.1053,3,35,0.0789,0.75,38,0,1.0,12.6667,1,37,0.0263,0.3333
268,his163,176,12,164,0.0682,9,167,0.0511,0.75,176,0,1.0,19.5556,2,174,0.0114,0.2222
269,glu166,255,25,230,0.098,13,242,0.051,0.52,255,0,1.0,19.6154,8,247,0.0314,0.6154
270,subpocket,78,15,63,0.1923,6,72,0.0769,0.4,78,0,1.0,13.0,3,75,0.0385,0.5
271,seen,119,11,108,0.0924,8,111,0.0672,0.7273,119,0,1.0,14.875,6,113,0.0504,0.75
272,propensity,9,2,7,0.2222,2,7,0.2222,1.0,9,0,1.0,4.5,0,9,0.0,0.0
273,synthetically,132,15,117,0.1136,14,118,0.1061,0.9333,132,0,1.0,9.4286,5,127,0.0379,0.3571
274,feasible,21,2,19,0.0952,1,20,0.0476,0.5,21,0,1.0,21.0,1,20,0.0476,1.0
275,visualisation,2,1,1,0.5,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
276,spec,926,190,736,0.2052,165,761,0.1782,0.8684,926,0,1.0,5.6121,36,890,0.0389,0.2182
277,data,1195,197,998,0.1649,176,1019,0.1473,0.8934,1195,0,1.0,6.7898,39,1156,0.0326,0.2216
278,provided,114,6,108,0.0526,5,109,0.0439,0.8333,114,0,1.0,22.8,0,114,0.0,0.0
279,compared,80,6,74,0.075,5,75,0.0625,0.8333,80,0,1.0,16.0,0,80,0.0,0.0
280,orientation,273,23,250,0.0842,16,257,0.0586,0.6957,273,0,1.0,17.0625,4,269,0.0147,0.25
281,cyclohexyl,115,15,100,0.1304,5,110,0.0435,0.3333,115,0,1.0,23.0,3,112,0.0261,0.6
282,alkyl,295,25,270,0.0847,16,279,0.0542,0.64,295,0,1.0,18.4375,11,284,0.0373,0.6875
283,amine,3173,834,2339,0.2628,726,2447,0.2288,0.8705,3173,0,1.0,4.3705,451,2722,0.1421,0.6212
284,attempt,370,63,307,0.1703,48,322,0.1297,0.7619,370,0,1.0,7.7083,32,338,0.0865,0.6667
285,garner,2,1,1,0.5,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
286,additional,441,73,368,0.1655,53,388,0.1202,0.726,441,0,1.0,8.3208,38,403,0.0862,0.717
287,improve,497,134,363,0.2696,81,416,0.163,0.6045,497,0,1.0,6.1358,65,432,0.1308,0.8025
288,combine,388,31,357,0.0799,23,365,0.0593,0.7419,388,0,1.0,16.8696,16,372,0.0412,0.6957
289,warhead,1076,92,984,0.0855,80,996,0.0743,0.8696,1076,0,1.0,13.45,47,1029,0.0437,0.5875
290,sulfonamide,366,74,292,0.2022,52,314,0.1421,0.7027,366,0,1.0,7.0385,43,323,0.1175,0.8269
291,arrived,28,10,18,0.3571,9,19,0.3214,0.9,28,0,1.0,3.1111,6,22,0.2143,0.6667
292,biovia,25,8,17,0.32,7,18,0.28,0.875,25,0,1.0,3.5714,4,21,0.16,0.5714
293,discovery,157,21,136,0.1338,20,137,0.1274,0.9524,157,0,1.0,7.85,11,146,0.0701,0.55
294,viewer,93,11,82,0.1183,8,85,0.086,0.7273,93,0,1.0,11.625,5,88,0.0538,0.625
295,accessibility,112,21,91,0.1875,17,95,0.1518,0.8095,112,0,1.0,6.5882,4,108,0.0357,0.2353
296,taken,273,38,235,0.1392,27,246,0.0989,0.7105,273,0,1.0,10.1111,24,249,0.0879,0.8889
297,account,172,35,137,0.2035,29,143,0.1686,0.8286,172,0,1.0,5.931,15,157,0.0872,0.5172
298,sorry,87,20,67,0.2299,20,67,0.2299,1.0,87,0,1.0,4.35,8,79,0.092,0.4
299,chiral,270,41,229,0.1519,35,235,0.1296,0.8537,270,0,1.0,7.7143,35,235,0.1296,1.0
300,worth,68,10,58,0.1471,9,59,0.1324,0.9,68,0,1.0,7.5556,9,59,0.1324,1.0
301,phenol,193,7,186,0.0363,6,187,0.0311,0.8571,193,0,1.0,32.1667,5,188,0.0259,0.8333
302,flexible,161,12,149,0.0745,11,150,0.0683,0.9167,161,0,1.0,14.6364,5,156,0.0311,0.4545
303,chain,1361,150,1211,0.1102,116,1245,0.0852,0.7733,1361,0,1.0,11.7328,78,1283,0.0573,0.6724
304,dimer,63,0,63,0.0,0,63,0.0,0.0,63,0,1.0,0.0,0,63,0.0,0.0
305,interface,148,3,145,0.0203,0,148,0.0,0.0,148,0,1.0,0.0,0,148,0.0,0.0
306,ser1,41,0,41,0.0,0,41,0.0,0.0,41,0,1.0,0.0,0,41,0.0,0.0
307,arg4,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
308,peptide,109,1,108,0.0092,1,108,0.0092,1.0,109,0,1.0,109.0,0,109,0.0,0.0
309,motif,218,20,198,0.0917,15,203,0.0688,0.75,218,0,1.0,14.5333,6,212,0.0275,0.4
310,sgfr,14,0,14,0.0,0,14,0.0,0.0,14,0,1.0,0.0,0,14,0.0,0.0
311,phenylalanine,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
312,side-chain,10,1,9,0.1,1,9,0.1,1.0,10,0,1.0,10.0,1,9,0.1,1.0
313,internal,20,0,20,0.0,0,20,0.0,0.0,20,0,1.0,0.0,0,20,0.0,0.0
314,tertiary,64,15,49,0.2344,6,58,0.0938,0.4,64,0,1.0,10.6667,2,62,0.0312,0.3333
315,uncharged,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
316,acetylated,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
317,n-terminus,24,0,24,0.0,0,24,0.0,0.0,24,0,1.0,0.0,0,24,0.0,0.0
318,c-terminus,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
319,citrulline,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
320,arginine,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
321,random,179,42,137,0.2346,40,139,0.2235,0.9524,179,0,1.0,4.475,7,172,0.0391,0.175
322,fragement,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
323,required,197,15,182,0.0761,15,182,0.0761,1.0,197,0,1.0,13.1333,8,189,0.0406,0.5333
324,practical,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
325,blog,9,0,9,0.0,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
326,ucsf,13,0,13,0.0,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
327,chimera,26,0,26,0.0,0,26,0.0,0.0,26,0,1.0,0.0,0,26,0.0,0.0
328,autodock,316,13,303,0.0411,8,308,0.0253,0.6154,316,0,1.0,39.5,2,314,0.0063,0.25
329,vina,334,16,318,0.0479,11,323,0.0329,0.6875,334,0,1.0,30.3636,2,332,0.006,0.1818
330,popular,10,0,10,0.0,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
331,etc,171,13,158,0.076,13,158,0.076,1.0,171,0,1.0,13.1538,9,162,0.0526,0.6923
332,optimization,145,30,115,0.2069,29,116,0.2,0.9667,145,0,1.0,5.0,5,140,0.0345,0.1724
333,seesar9,3,1,2,0.3333,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
334,sequence,117,9,108,0.0769,9,108,0.0769,1.0,117,0,1.0,13.0,9,108,0.0769,1.0
335,sfgr,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
336,sffr,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
337,swfr,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
338,swgr,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
339,swsr,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
340,sfsr,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
341,unnatural,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
342,d-serine,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
343,along,51,1,50,0.0196,0,51,0.0,0.0,51,0,1.0,0.0,0,51,0.0,0.0
344,non-charged,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
345,cluster,261,57,204,0.2184,49,212,0.1877,0.8596,261,0,1.0,5.3265,8,253,0.0307,0.1633
346,hybrid,172,11,161,0.064,7,165,0.0407,0.6364,172,0,1.0,24.5714,3,169,0.0174,0.4286
347,furthermore,15,4,11,0.2667,4,11,0.2667,1.0,15,0,1.0,3.75,0,15,0.0,0.0
348,shown,220,20,200,0.0909,20,200,0.0909,1.0,220,0,1.0,11.0,6,214,0.0273,0.3
349,acceptable,37,4,33,0.1081,4,33,0.1081,1.0,37,0,1.0,9.25,0,37,0.0,0.0
350,sam-unk-903-1,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
351,sam-unk-903-2,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
352,introduce,49,14,35,0.2857,3,46,0.0612,0.2143,49,0,1.0,16.3333,3,46,0.0612,1.0
353,greater,648,8,640,0.0123,5,643,0.0077,0.625,648,0,1.0,129.6,5,643,0.0077,1.0
354,rigidity,14,2,12,0.1429,1,13,0.0714,0.5,14,0,1.0,14.0,1,13,0.0714,1.0
355,entropic,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
356,penalty,81,20,61,0.2469,19,62,0.2346,0.95,81,0,1.0,4.2632,11,70,0.1358,0.5789
357,structure-based,211,28,183,0.1327,26,185,0.1232,0.9286,211,0,1.0,8.1154,7,204,0.0332,0.2692
358,cyclopentyl,18,1,17,0.0556,1,17,0.0556,1.0,18,0,1.0,18.0,0,18,0.0,0.0
359,version,203,36,167,0.1773,31,172,0.1527,0.8611,203,0,1.0,6.5484,25,178,0.1232,0.8065
360,cyclobutyl,9,1,8,0.1111,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
361,methyl,1406,160,1246,0.1138,111,1295,0.0789,0.6938,1406,0,1.0,12.6667,87,1319,0.0619,0.7838
362,lock,1903,187,1716,0.0983,142,1761,0.0746,0.7594,1903,0,1.0,13.4014,96,1807,0.0504,0.6761
363,pyridine,2324,232,2092,0.0998,198,2126,0.0852,0.8534,2324,0,1.0,11.7374,83,2241,0.0357,0.4192
364,without,417,34,383,0.0815,28,389,0.0671,0.8235,417,0,1.0,14.8929,13,404,0.0312,0.4643
365,sulphonamide,86,14,72,0.1628,13,73,0.1512,0.9286,86,0,1.0,6.6154,4,82,0.0465,0.3077
366,methylthiazole,6,1,5,0.1667,1,5,0.1667,1.0,6,0,1.0,6.0,0,6,0.0,0.0
367,isostere,143,13,130,0.0909,11,132,0.0769,0.8462,143,0,1.0,13.0,4,139,0.028,0.3636
368,route,132,42,90,0.3182,35,97,0.2652,0.8333,132,0,1.0,3.7714,32,100,0.2424,0.9143
369,ch2,113,13,100,0.115,3,110,0.0265,0.2308,113,0,1.0,37.6667,1,112,0.0088,0.3333
370,linker,467,67,400,0.1435,44,423,0.0942,0.6567,467,0,1.0,10.6136,23,444,0.0493,0.5227
371,methyl-thiazole,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
372,vector,214,24,190,0.1121,21,193,0.0981,0.875,214,0,1.0,10.1905,7,207,0.0327,0.3333
373,ethynyl,51,6,45,0.1176,3,48,0.0588,0.5,51,0,1.0,17.0,3,48,0.0588,1.0
374,n-heterocycles,23,1,22,0.0435,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
375,stabilise,55,3,52,0.0545,2,53,0.0364,0.6667,55,0,1.0,27.5,2,53,0.0364,1.0
376,conserved,87,2,85,0.023,1,86,0.0115,0.5,87,0,1.0,87.0,1,86,0.0115,1.0
377,network,315,47,268,0.1492,42,273,0.1333,0.8936,315,0,1.0,7.5,30,285,0.0952,0.7143
378,x-ray,210,67,143,0.319,49,161,0.2333,0.7313,210,0,1.0,4.2857,30,180,0.1429,0.6122
379,2-pyridine,23,1,22,0.0435,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
380,3-pyridine,87,15,72,0.1724,11,76,0.1264,0.7333,87,0,1.0,7.9091,2,85,0.023,0.1818
381,4-pyridine,45,1,44,0.0222,0,45,0.0,0.0,45,0,1.0,0.0,0,45,0.0,0.0
382,methyl-imidazole,23,1,22,0.0435,0,23,0.0,0.0,23,0,1.0,0.0,0,23,0.0,0.0
383,pyridazine,27,2,25,0.0741,0,27,0.0,0.0,27,0,1.0,0.0,0,27,0.0,0.0
384,moieties,93,19,74,0.2043,19,74,0.2043,1.0,93,0,1.0,4.8947,19,74,0.2043,1.0
385,carbonyl,569,35,534,0.0615,28,541,0.0492,0.8,569,0,1.0,20.3214,18,551,0.0316,0.6429
386,r188,24,0,24,0.0,0,24,0.0,0.0,24,0,1.0,0.0,0,24,0.0,0.0
387,t190,9,1,8,0.1111,1,8,0.1111,1.0,9,0,1.0,9.0,0,9,0.0,0.0
388,pyrrolidines,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
389,aminopyrimidine,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
390,proximity,525,3,522,0.0057,0,525,0.0,0.0,525,0,1.0,0.0,0,525,0.0,0.0
391,electronic,93,22,71,0.2366,21,72,0.2258,0.9545,93,0,1.0,4.4286,14,79,0.1505,0.6667
392,density,77,6,71,0.0779,4,73,0.0519,0.6667,77,0,1.0,19.25,3,74,0.039,0.75
393,outside,3,1,2,0.3333,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
394,geometric,73,2,71,0.0274,1,72,0.0137,0.5,73,0,1.0,73.0,0,73,0.0,0.0
395,arrangement,41,1,40,0.0244,0,41,0.0,0.0,41,0,1.0,0.0,0,41,0.0,0.0
396,volume,30,1,29,0.0333,0,30,0.0,0.0,30,0,1.0,0.0,0,30,0.0,0.0
397,similarity,227,14,213,0.0617,11,216,0.0485,0.7857,227,0,1.0,20.6364,0,227,0.0,0.0
398,known,1227,27,1200,0.022,24,1203,0.0196,0.8889,1227,0,1.0,51.125,14,1213,0.0114,0.5833
399,approved,145,7,138,0.0483,6,139,0.0414,0.8571,145,0,1.0,24.1667,0,145,0.0,0.0
400,isoniazid,2,1,1,0.5,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
401,tuberculosis,43,1,42,0.0233,0,43,0.0,0.0,43,0,1.0,0.0,0,43,0.0,0.0
402,implies,2,1,1,0.5,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
403,chloroacetamide,1130,81,1049,0.0717,57,1073,0.0504,0.7037,1130,0,1.0,19.8246,50,1080,0.0442,0.8772
404,fluormethanesulfonammide,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
405,bioequivalent,20,2,18,0.1,2,18,0.1,1.0,20,0,1.0,10.0,0,20,0.0,0.0
406,lypophilicity,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
407,moreover,20,0,20,0.0,0,20,0.0,0.0,20,0,1.0,0.0,0,20,0.0,0.0
408,electrophilic,43,3,40,0.0698,3,40,0.0698,1.0,43,0,1.0,14.3333,1,42,0.0233,0.3333
409,properties,425,60,365,0.1412,32,393,0.0753,0.5333,425,0,1.0,13.2812,10,415,0.0235,0.3125
410,primary,1465,12,1453,0.0082,8,1457,0.0055,0.6667,1465,0,1.0,183.125,2,1463,0.0014,0.25
411,chloride,122,23,99,0.1885,18,104,0.1475,0.7826,122,0,1.0,6.7778,9,113,0.0738,0.5
412,genotoxicity,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
413,fluticasone,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
414,propionate,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
415,furoate,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,1,18,0.0526,1.0
416,respiratory,56,1,55,0.0179,1,55,0.0179,1.0,56,0,1.0,56.0,1,55,0.0179,1.0
417,corticosteorids,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
418,chlrooacetamide,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
419,isonipecotic,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
420,acid,587,105,482,0.1789,87,500,0.1482,0.8286,587,0,1.0,6.7471,80,507,0.1363,0.9195
421,reverse,52,6,46,0.1154,3,49,0.0577,0.5,52,0,1.0,17.3333,3,49,0.0577,1.0
422,carboxylic,164,4,160,0.0244,3,161,0.0183,0.75,164,0,1.0,54.6667,2,162,0.0122,0.6667
423,alkylamide,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
424,aminic,26,0,26,0.0,0,26,0.0,0.0,26,0,1.0,0.0,0,26,0.0,0.0
425,modfiication,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
426,possibility,70,6,64,0.0857,6,64,0.0857,1.0,70,0,1.0,11.6667,2,68,0.0286,0.3333
427,lypophylic,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
428,instead,140,21,119,0.15,19,121,0.1357,0.9048,140,0,1.0,7.3684,17,123,0.1214,0.8947
429,isopropyl,33,2,31,0.0606,0,33,0.0,0.0,33,0,1.0,0.0,0,33,0.0,0.0
430,fluorine,84,7,77,0.0833,2,82,0.0238,0.2857,84,0,1.0,42.0,1,83,0.0119,0.5
431,hindrance,32,4,28,0.125,3,29,0.0938,0.75,32,0,1.0,10.6667,3,29,0.0938,1.0
432,because,605,10,595,0.0165,8,597,0.0132,0.8,605,0,1.0,75.625,5,600,0.0083,0.625
433,eventual,26,7,19,0.2692,1,25,0.0385,0.1429,26,0,1.0,26.0,0,26,0.0,0.0
434,methabolism,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
435,benzoic,18,0,18,0.0,0,18,0.0,0.0,18,0,1.0,0.0,0,18,0.0,0.0
436,genotoxic,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
437,supposed,35,2,33,0.0571,2,33,0.0571,1.0,35,0,1.0,17.5,0,35,0.0,0.0
438,ethylisonipecotate,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
439,fully,353,10,343,0.0283,10,343,0.0283,1.0,353,0,1.0,35.3,2,351,0.0057,0.2
440,commercial,1904,82,1822,0.0431,70,1834,0.0368,0.8537,1904,0,1.0,27.2,34,1870,0.0179,0.4857
441,alry,18,1,17,0.0556,1,17,0.0556,1.0,18,0,1.0,18.0,1,17,0.0556,1.0
442,amidathion,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
443,1st,51,0,51,0.0,0,51,0.0,0.0,51,0,1.0,0.0,0,51,0.0,0.0
444,hydrolysis,34,7,27,0.2059,5,29,0.1471,0.7143,34,0,1.0,6.8,4,30,0.1176,0.8
445,ester,109,12,97,0.1101,8,101,0.0734,0.6667,109,0,1.0,13.625,2,107,0.0183,0.25
446,2nd,67,4,63,0.0597,4,63,0.0597,1.0,67,0,1.0,16.75,4,63,0.0597,1.0
447,thioamide,26,0,26,0.0,0,26,0.0,0.0,26,0,1.0,0.0,0,26,0.0,0.0
448,reactants,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
449,catalyst,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
450,replacement,526,152,374,0.289,115,411,0.2186,0.7566,526,0,1.0,4.5739,96,430,0.1825,0.8348
451,respect,195,11,184,0.0564,10,185,0.0513,0.9091,195,0,1.0,19.5,2,193,0.0103,0.2
452,nucleophilic,47,29,18,0.617,13,34,0.2766,0.4483,47,0,1.0,3.6154,11,36,0.234,0.8462
453,attack,5,2,3,0.4,2,3,0.4,1.0,5,0,1.0,2.5,0,5,0.0,0.0
454,chloromethilene,3,2,1,0.6667,2,1,0.6667,1.0,3,0,1.0,1.5,0,3,0.0,0.0
455,inhibition,572,68,504,0.1189,63,509,0.1101,0.9265,572,0,1.0,9.0794,47,525,0.0822,0.746
456,toxicity,176,26,150,0.1477,23,153,0.1307,0.8846,176,0,1.0,7.6522,4,172,0.0227,0.1739
457,electrophilicity,4,2,2,0.5,2,2,0.5,1.0,4,0,1.0,2.0,0,4,0.0,0.0
458,biological,34,2,32,0.0588,2,32,0.0588,1.0,34,0,1.0,17.0,0,34,0.0,0.0
459,replace,853,207,646,0.2427,142,711,0.1665,0.686,853,0,1.0,6.007,115,738,0.1348,0.8099
460,acceptor,295,37,258,0.1254,29,266,0.0983,0.7838,295,0,1.0,10.1724,19,276,0.0644,0.6552
461,responsible,4,2,2,0.5,2,2,0.5,1.0,4,0,1.0,2.0,0,4,0.0,0.0
462,methylene,79,29,50,0.3671,15,64,0.1899,0.5172,79,0,1.0,5.2667,13,66,0.1646,0.8667
463,sulfonyl,159,50,109,0.3145,39,120,0.2453,0.78,159,0,1.0,4.0769,32,127,0.2013,0.8205
464,aryl,190,39,151,0.2053,26,164,0.1368,0.6667,190,0,1.0,7.3077,11,179,0.0579,0.4231
465,tetrahydropyran,42,2,40,0.0476,2,40,0.0476,1.0,42,0,1.0,21.0,0,42,0.0,0.0
466,hba,59,9,50,0.1525,7,52,0.1186,0.7778,59,0,1.0,8.4286,5,54,0.0847,0.7143
467,providing,119,17,102,0.1429,14,105,0.1176,0.8235,119,0,1.0,8.5,4,115,0.0336,0.2857
468,niclosamide,30,14,16,0.4667,13,17,0.4333,0.9286,30,0,1.0,2.3077,2,28,0.0667,0.1538
469,pre-print,21,11,10,0.5238,10,11,0.4762,0.9091,21,0,1.0,2.1,2,19,0.0952,0.2
470,biorxiv,130,17,113,0.1308,14,116,0.1077,0.8235,130,0,1.0,9.2857,5,125,0.0385,0.3571
471,content,45,16,29,0.3556,13,32,0.2889,0.8125,45,0,1.0,3.4615,3,42,0.0667,0.2308
472,965582v2,21,11,10,0.5238,10,11,0.4762,0.9091,21,0,1.0,2.1,2,19,0.0952,0.2
473,n-phenylbenzamide,21,11,10,0.5238,10,11,0.4762,0.9091,21,0,1.0,2.1,2,19,0.0952,0.2
474,scaffold,869,120,749,0.1381,86,783,0.099,0.7167,869,0,1.0,10.1047,31,838,0.0357,0.3605
475,bind,3698,222,3476,0.06,173,3525,0.0468,0.7793,3698,0,1.0,21.3757,92,3606,0.0249,0.5318
476,benzamide,22,11,11,0.5,10,12,0.4545,0.9091,22,0,1.0,2.2,2,20,0.0909,0.2
477,phenylurea,21,11,10,0.5238,10,11,0.4762,0.9091,21,0,1.0,2.1,2,19,0.0952,0.2
478,appreciating,21,11,10,0.5238,10,11,0.4762,0.9091,21,0,1.0,2.1,2,19,0.0952,0.2
479,recognising,31,21,10,0.6774,10,21,0.3226,0.4762,31,0,1.0,3.1,2,29,0.0645,0.2
480,manner,46,11,35,0.2391,10,36,0.2174,0.9091,46,0,1.0,4.6,2,44,0.0435,0.2
481,deceiving,21,11,10,0.5238,10,11,0.4762,0.9091,21,0,1.0,2.1,2,19,0.0952,0.2
482,confidence,44,15,29,0.3409,12,32,0.2727,0.8,44,0,1.0,3.6667,4,40,0.0909,0.3333
483,hypothesis,162,25,137,0.1543,21,141,0.1296,0.84,162,0,1.0,7.7143,4,158,0.0247,0.1905
484,customise,21,11,10,0.5238,10,11,0.4762,0.9091,21,0,1.0,2.1,2,19,0.0952,0.2
485,extend,179,17,162,0.095,11,168,0.0615,0.6471,179,0,1.0,16.2727,2,177,0.0112,0.1818
486,scope,215,28,187,0.1302,24,191,0.1116,0.8571,215,0,1.0,8.9583,16,199,0.0744,0.6667
487,associated,839,33,806,0.0393,24,815,0.0286,0.7273,839,0,1.0,34.9583,16,823,0.0191,0.6667
488,cross-over,40,12,28,0.3,11,29,0.275,0.9167,40,0,1.0,3.6364,2,38,0.05,0.1818
489,h-bond,360,71,289,0.1972,54,306,0.15,0.7606,360,0,1.0,6.6667,35,325,0.0972,0.6481
