,term,N,N_ordered,N_not_ordered,freq_ordered (of total),N_made,N_not_made,freq_made (of total),freq_made (of ordered),N_crystallised,N_not_crystallised,freq_crystallised (of total),freq_crystallised (of made),N_assayed,N_not_assayed,freq_assayed (of total),freq_assayed (of made)
188,propose,211,21.0,190.0,0.0995,11.0,200.0,0.0521,0.5238,2.0,209.0,0.0095,0.1818,11.0,200.0,0.0521,1.0
189,functionalization,17,3.0,14.0,0.1765,3.0,14.0,0.1765,1.0,2.0,15.0,0.1176,0.6667,3.0,14.0,0.1765,1.0
190,benzene,101,12.0,89.0,0.1188,9.0,92.0,0.0891,0.75,4.0,97.0,0.0396,0.4444,9.0,92.0,0.0891,1.0
191,halogen,92,5.0,87.0,0.0543,3.0,89.0,0.0326,0.6,2.0,90.0,0.0217,0.6667,3.0,89.0,0.0326,1.0
192,occupy,97,7.0,90.0,0.0722,6.0,91.0,0.0619,0.8571,2.0,95.0,0.0206,0.3333,6.0,91.0,0.0619,1.0
193,chains,300,64.0,236.0,0.2133,62.0,238.0,0.2067,0.9688,5.0,295.0,0.0167,0.0806,62.0,238.0,0.2067,1.0
194,m165,54,3.0,51.0,0.0556,3.0,51.0,0.0556,1.0,2.0,52.0,0.037,0.6667,3.0,51.0,0.0556,1.0
195,h41,34,3.0,31.0,0.0882,3.0,31.0,0.0882,1.0,2.0,32.0,0.0588,0.6667,3.0,31.0,0.0882,1.0
196,f181,17,3.0,14.0,0.1765,3.0,14.0,0.1765,1.0,2.0,15.0,0.1176,0.6667,3.0,14.0,0.1765,1.0
197,aim,211,48.0,163.0,0.2275,43.0,168.0,0.2038,0.8958,3.0,208.0,0.0142,0.0698,43.0,168.0,0.2038,1.0
198,occupying,26,5.0,21.0,0.1923,5.0,21.0,0.1923,1.0,2.0,24.0,0.0769,0.4,5.0,21.0,0.1923,1.0
199,adjacent,50,6.0,44.0,0.12,4.0,46.0,0.08,0.6667,2.0,48.0,0.04,0.5,4.0,46.0,0.08,1.0
200,alkylation,48,4.0,44.0,0.0833,4.0,44.0,0.0833,1.0,2.0,46.0,0.0417,0.5,4.0,44.0,0.0833,1.0
201,x_0991,31,3.0,28.0,0.0968,3.0,28.0,0.0968,1.0,2.0,29.0,0.0645,0.6667,3.0,28.0,0.0968,1.0
202,medchem,159,62.0,97.0,0.3899,37.0,122.0,0.2327,0.5968,5.0,154.0,0.0314,0.1351,37.0,122.0,0.2327,1.0
203,morpholine,54,12.0,42.0,0.2222,9.0,45.0,0.1667,0.75,2.0,52.0,0.037,0.2222,9.0,45.0,0.1667,1.0
204,manually,126,15.0,111.0,0.119,15.0,111.0,0.119,1.0,6.0,120.0,0.0476,0.4,15.0,111.0,0.119,1.0
205,maestro,48,4.0,44.0,0.0833,4.0,44.0,0.0833,1.0,2.0,46.0,0.0417,0.5,4.0,44.0,0.0833,1.0
206,minimised,65,12.0,53.0,0.1846,7.0,58.0,0.1077,0.5833,3.0,62.0,0.0462,0.4286,7.0,58.0,0.1077,1.0
207,reduce,151,24.0,127.0,0.1589,20.0,131.0,0.1325,0.8333,4.0,147.0,0.0265,0.2,20.0,131.0,0.1325,1.0
208,steric,96,29.0,67.0,0.3021,19.0,77.0,0.1979,0.6552,4.0,92.0,0.0417,0.2105,19.0,77.0,0.1979,1.0
209,clashes,172,7.0,165.0,0.0407,4.0,168.0,0.0233,0.5714,2.0,170.0,0.0116,0.5,4.0,168.0,0.0233,1.0
210,x1386,12,1.0,11.0,0.0833,1.0,11.0,0.0833,1.0,0.0,12.0,0.0,0.0,1.0,11.0,0.0833,1.0
211,covalently,219,15.0,204.0,0.0685,13.0,206.0,0.0594,0.8667,10.0,209.0,0.0457,0.7692,12.0,207.0,0.0548,0.9231
212,bonded,159,10.0,149.0,0.0629,10.0,149.0,0.0629,1.0,0.0,159.0,0.0,0.0,10.0,149.0,0.0629,1.0
213,inside,6,1.0,5.0,0.1667,1.0,5.0,0.1667,1.0,0.0,6.0,0.0,0.0,1.0,5.0,0.1667,1.0
214,potential,272,47.0,225.0,0.1728,35.0,237.0,0.1287,0.7447,3.0,269.0,0.011,0.0857,35.0,237.0,0.1287,1.0
215,rigid,59,3.0,56.0,0.0508,1.0,58.0,0.0169,0.3333,0.0,59.0,0.0,0.0,1.0,58.0,0.0169,1.0
216,hydrophilic,32,3.0,29.0,0.0938,2.0,30.0,0.0625,0.6667,0.0,32.0,0.0,0.0,2.0,30.0,0.0625,1.0
217,exposed,29,7.0,22.0,0.2414,3.0,26.0,0.1034,0.4286,0.0,29.0,0.0,0.0,3.0,26.0,0.1034,1.0
218,solvent,66,27.0,39.0,0.4091,23.0,43.0,0.3485,0.8519,0.0,66.0,0.0,0.0,23.0,43.0,0.3485,1.0
219,replacing,27,2.0,25.0,0.0741,1.0,26.0,0.037,0.5,0.0,27.0,0.0,0.0,1.0,26.0,0.037,1.0
220,triazole,175,57.0,118.0,0.3257,24.0,151.0,0.1371,0.4211,0.0,175.0,0.0,0.0,24.0,151.0,0.1371,1.0
221,moiety,198,5.0,193.0,0.0253,4.0,194.0,0.0202,0.8,1.0,197.0,0.0051,0.25,4.0,194.0,0.0202,1.0
222,incorporation,37,18.0,19.0,0.4865,17.0,20.0,0.4595,0.9444,0.0,37.0,0.0,0.0,17.0,20.0,0.4595,1.0
223,gln189,54,14.0,40.0,0.2593,7.0,47.0,0.1296,0.5,0.0,54.0,0.0,0.0,7.0,47.0,0.1296,1.0
224,functionality,28,1.0,27.0,0.0357,1.0,27.0,0.0357,1.0,0.0,28.0,0.0,0.0,1.0,27.0,0.0357,1.0
225,geometrically,3,1.0,2.0,0.3333,1.0,2.0,0.3333,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.3333,1.0
226,x0770,300,20.0,280.0,0.0667,6.0,294.0,0.02,0.3,0.0,300.0,0.0,0.0,6.0,294.0,0.02,1.0
227,cyclization,17,1.0,16.0,0.0588,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0
228,produced,14,1.0,13.0,0.0714,1.0,13.0,0.0714,1.0,0.0,14.0,0.0,0.0,1.0,13.0,0.0714,1.0
229,x0104-x0387,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
230,x104-x0072,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
231,7-position,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
232,indole,76,6.0,70.0,0.0789,3.0,73.0,0.0395,0.5,0.0,76.0,0.0,0.0,3.0,73.0,0.0395,1.0
233,chosen,355,45.0,310.0,0.1268,27.0,328.0,0.0761,0.6,1.0,354.0,0.0028,0.037,27.0,328.0,0.0761,1.0
234,hydrophobic,209,26.0,183.0,0.1244,25.0,184.0,0.1196,0.9615,5.0,204.0,0.0239,0.2,25.0,184.0,0.1196,1.0
235,protease,1824,72.0,1752.0,0.0395,62.0,1762.0,0.034,0.8611,9.0,1815.0,0.0049,0.1452,62.0,1762.0,0.034,1.0
236,targeted,49,5.0,44.0,0.102,3.0,46.0,0.0612,0.6,1.0,48.0,0.0204,0.3333,3.0,46.0,0.0612,1.0
237,therefore,87,16.0,71.0,0.1839,14.0,73.0,0.1609,0.875,0.0,87.0,0.0,0.0,14.0,73.0,0.1609,1.0
238,nearby,39,0.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,39.0,0.0,0.0
239,subsite,93,4.0,89.0,0.043,4.0,89.0,0.043,1.0,1.0,92.0,0.0108,0.25,4.0,89.0,0.043,1.0
240,easily,58,5.0,53.0,0.0862,5.0,53.0,0.0862,1.0,2.0,56.0,0.0345,0.4,5.0,53.0,0.0862,1.0
241,x104,8,2.0,6.0,0.25,2.0,6.0,0.25,1.0,0.0,8.0,0.0,0.0,2.0,6.0,0.25,1.0
242,strain,310,80.0,230.0,0.2581,75.0,235.0,0.2419,0.9375,9.0,301.0,0.029,0.12,75.0,235.0,0.2419,1.0
243,molecular,503,35.0,468.0,0.0696,29.0,474.0,0.0577,0.8286,10.0,493.0,0.0199,0.3448,28.0,475.0,0.0557,0.9655
244,docking,1281,216.0,1065.0,0.1686,176.0,1105.0,0.1374,0.8148,11.0,1270.0,0.0086,0.0625,176.0,1105.0,0.1374,1.0
245,supplied,11,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0
246,pdb,648,67.0,581.0,0.1034,56.0,592.0,0.0864,0.8358,0.0,648.0,0.0,0.0,56.0,592.0,0.0864,1.0
247,generated,276,25.0,251.0,0.0906,23.0,253.0,0.0833,0.92,3.0,273.0,0.0109,0.1304,23.0,253.0,0.0833,1.0
248,simply,213,3.0,210.0,0.0141,0.0,213.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,213.0,0.0,0.0
249,superposition,4,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
250,coordinates,28,13.0,15.0,0.4643,12.0,16.0,0.4286,0.9231,0.0,28.0,0.0,0.0,12.0,16.0,0.4286,1.0
251,however,221,6.0,215.0,0.0271,5.0,216.0,0.0226,0.8333,0.0,221.0,0.0,0.0,5.0,216.0,0.0226,1.0
252,request,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
253,structure-guided,48,6.0,42.0,0.125,4.0,44.0,0.0833,0.6667,0.0,48.0,0.0,0.0,4.0,44.0,0.0833,1.0
254,optimisation,38,3.0,35.0,0.0789,1.0,37.0,0.0263,0.3333,0.0,38.0,0.0,0.0,1.0,37.0,0.0263,1.0
255,iterative,30,6.0,24.0,0.2,6.0,24.0,0.2,1.0,0.0,30.0,0.0,0.0,6.0,24.0,0.2,1.0
256,seesar,473,15.0,458.0,0.0317,3.0,470.0,0.0063,0.2,1.0,472.0,0.0021,0.3333,3.0,470.0,0.0063,1.0
257,growth,61,10.0,51.0,0.1639,7.0,54.0,0.1148,0.7,2.0,59.0,0.0328,0.2857,7.0,54.0,0.1148,1.0
258,adapted,28,1.0,27.0,0.0357,1.0,27.0,0.0357,1.0,0.0,28.0,0.0,0.0,1.0,27.0,0.0357,1.0
259,yesterday,9,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
260,submission,886,181.0,705.0,0.2043,154.0,732.0,0.1738,0.8508,60.0,826.0,0.0677,0.3896,154.0,732.0,0.1738,1.0
261,swapped,12,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0
262,hydrogen,3158,30.0,3128.0,0.0095,22.0,3136.0,0.007,0.7333,4.0,3154.0,0.0013,0.1818,22.0,3136.0,0.007,1.0
263,bond,1353,127.0,1226.0,0.0939,98.0,1255.0,0.0724,0.7717,8.0,1345.0,0.0059,0.0816,98.0,1255.0,0.0724,1.0
264,expanding,15,9.0,6.0,0.6,1.0,14.0,0.0667,0.1111,0.0,15.0,0.0,0.0,1.0,14.0,0.0667,1.0
265,pat-unk-b2d,9,8.0,1.0,0.8889,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
266,lipophilic,2611,44.0,2567.0,0.0169,32.0,2579.0,0.0123,0.7273,0.0,2611.0,0.0,0.0,32.0,2579.0,0.0123,1.0
267,x1385,14,8.0,6.0,0.5714,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
268,attaching,18,9.0,9.0,0.5,1.0,17.0,0.0556,0.1111,0.0,18.0,0.0,0.0,1.0,17.0,0.0556,1.0
269,residue,3954,50.0,3904.0,0.0126,39.0,3915.0,0.0099,0.78,9.0,3945.0,0.0023,0.2308,38.0,3916.0,0.0096,0.9744
270,n-methylene,9,8.0,1.0,0.8889,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
271,target,599,52.0,547.0,0.0868,33.0,566.0,0.0551,0.6346,1.0,598.0,0.0017,0.0303,33.0,566.0,0.0551,1.0
272,overlaps,9,8.0,1.0,0.8889,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
273,conservative,10,8.0,2.0,0.8,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
274,derivatives,443,23.0,420.0,0.0519,11.0,432.0,0.0248,0.4783,1.0,442.0,0.0023,0.0909,11.0,432.0,0.0248,1.0
275,p-me,9,8.0,1.0,0.8889,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
276,p-cf3,10,8.0,2.0,0.8,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
277,evolved,47,0.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0
278,rational,124,20.0,104.0,0.1613,19.0,105.0,0.1532,0.95,0.0,124.0,0.0,0.0,19.0,105.0,0.1532,1.0
279,flexibility,141,31.0,110.0,0.2199,27.0,114.0,0.1915,0.871,2.0,139.0,0.0142,0.0741,27.0,114.0,0.1915,1.0
280,navigating,6,3.0,3.0,0.5,3.0,3.0,0.5,1.0,0.0,6.0,0.0,0.0,3.0,3.0,0.5,1.0
281,enamine,2154,457.0,1697.0,0.2122,381.0,1773.0,0.1769,0.8337,37.0,2117.0,0.0172,0.0971,380.0,1774.0,0.1764,0.9974
282,combinig,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
283,pyridyl,54,10.0,44.0,0.1852,6.0,48.0,0.1111,0.6,2.0,52.0,0.037,0.3333,6.0,48.0,0.1111,1.0
284,bidentate,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
285,backbone,239,18.0,221.0,0.0753,14.0,225.0,0.0586,0.7778,5.0,234.0,0.0209,0.3571,14.0,225.0,0.0586,1.0
286,guided,58,8.0,50.0,0.1379,6.0,52.0,0.1034,0.75,0.0,58.0,0.0,0.0,6.0,52.0,0.1034,1.0
287,hotspot,38,4.0,34.0,0.1053,3.0,35.0,0.0789,0.75,0.0,38.0,0.0,0.0,3.0,35.0,0.0789,1.0
288,aimed,54,4.0,50.0,0.0741,2.0,52.0,0.037,0.5,0.0,54.0,0.0,0.0,2.0,52.0,0.037,1.0
289,h-bonds,72,2.0,70.0,0.0278,2.0,70.0,0.0278,1.0,0.0,72.0,0.0,0.0,2.0,70.0,0.0278,1.0
290,his163,166,12.0,154.0,0.0723,8.0,158.0,0.0482,0.6667,1.0,165.0,0.006,0.125,8.0,158.0,0.0482,1.0
291,glu166,229,22.0,207.0,0.0961,9.0,220.0,0.0393,0.4091,0.0,229.0,0.0,0.0,9.0,220.0,0.0393,1.0
292,subpocket,74,15.0,59.0,0.2027,10.0,64.0,0.1351,0.6667,0.0,74.0,0.0,0.0,10.0,64.0,0.1351,1.0
293,seen,78,5.0,73.0,0.0641,2.0,76.0,0.0256,0.4,0.0,78.0,0.0,0.0,2.0,76.0,0.0256,1.0
294,propensity,9,2.0,7.0,0.2222,2.0,7.0,0.2222,1.0,0.0,9.0,0.0,0.0,2.0,7.0,0.2222,1.0
295,synthetically,88,13.0,75.0,0.1477,12.0,76.0,0.1364,0.9231,4.0,84.0,0.0455,0.3333,12.0,76.0,0.1364,1.0
296,feasible,13,2.0,11.0,0.1538,1.0,12.0,0.0769,0.5,0.0,13.0,0.0,0.0,1.0,12.0,0.0769,1.0
297,visualisation,2,1.0,1.0,0.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
298,spec,443,83.0,360.0,0.1874,64.0,379.0,0.1445,0.7711,10.0,433.0,0.0226,0.1562,64.0,379.0,0.1445,1.0
299,data,686,158.0,528.0,0.2303,143.0,543.0,0.2085,0.9051,12.0,674.0,0.0175,0.0839,143.0,543.0,0.2085,1.0
300,provided,72,6.0,66.0,0.0833,5.0,67.0,0.0694,0.8333,0.0,72.0,0.0,0.0,5.0,67.0,0.0694,1.0
301,inhibitors,1219,47.0,1172.0,0.0386,39.0,1180.0,0.032,0.8298,8.0,1211.0,0.0066,0.2051,39.0,1180.0,0.032,1.0
302,compared,46,6.0,40.0,0.1304,5.0,41.0,0.1087,0.8333,0.0,46.0,0.0,0.0,5.0,41.0,0.1087,1.0
303,orientation,259,23.0,236.0,0.0888,17.0,242.0,0.0656,0.7391,5.0,254.0,0.0193,0.2941,17.0,242.0,0.0656,1.0
304,inhibitor,1309,52.0,1257.0,0.0397,43.0,1266.0,0.0328,0.8269,8.0,1301.0,0.0061,0.186,43.0,1266.0,0.0328,1.0
305,into,4190,123.0,4067.0,0.0294,88.0,4102.0,0.021,0.7154,8.0,4182.0,0.0019,0.0909,88.0,4102.0,0.021,1.0
306,introduced,10,1.0,9.0,0.1,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
307,modifying,17,3.0,14.0,0.1765,2.0,15.0,0.1176,0.6667,0.0,17.0,0.0,0.0,2.0,15.0,0.1176,1.0
308,cyclohexyl,80,15.0,65.0,0.1875,9.0,71.0,0.1125,0.6,0.0,80.0,0.0,0.0,9.0,71.0,0.1125,1.0
309,addition,517,62.0,455.0,0.1199,40.0,477.0,0.0774,0.6452,14.0,503.0,0.0271,0.35,39.0,478.0,0.0754,0.975
310,alkyl,120,10.0,110.0,0.0833,5.0,115.0,0.0417,0.5,3.0,117.0,0.025,0.6,5.0,115.0,0.0417,1.0
311,amine,2560,465.0,2095.0,0.1816,386.0,2174.0,0.1508,0.8301,37.0,2523.0,0.0145,0.0959,385.0,2175.0,0.1504,0.9974
312,attempt,256,42.0,214.0,0.1641,29.0,227.0,0.1133,0.6905,4.0,252.0,0.0156,0.1379,29.0,227.0,0.1133,1.0
313,garner,2,1.0,1.0,0.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
314,additional,220,46.0,174.0,0.2091,29.0,191.0,0.1318,0.6304,4.0,216.0,0.0182,0.1379,29.0,191.0,0.1318,1.0
315,improve,112,52.0,60.0,0.4643,28.0,84.0,0.25,0.5385,4.0,108.0,0.0357,0.1429,28.0,84.0,0.25,1.0
316,x1458,51,19.0,32.0,0.3725,11.0,40.0,0.2157,0.5789,2.0,49.0,0.0392,0.1818,11.0,40.0,0.2157,1.0
317,combine,199,15.0,184.0,0.0754,11.0,188.0,0.0553,0.7333,2.0,197.0,0.0101,0.1818,11.0,188.0,0.0553,1.0
318,warhead,905,62.0,843.0,0.0685,56.0,849.0,0.0619,0.9032,12.0,893.0,0.0133,0.2143,55.0,850.0,0.0608,0.9821
319,sulfonamide,136,24.0,112.0,0.1765,14.0,122.0,0.1029,0.5833,2.0,134.0,0.0147,0.1429,14.0,122.0,0.1029,1.0
320,arrived,25,8.0,17.0,0.32,7.0,18.0,0.28,0.875,2.0,23.0,0.08,0.2857,7.0,18.0,0.28,1.0
321,biovia,25,8.0,17.0,0.32,7.0,18.0,0.28,0.875,2.0,23.0,0.08,0.2857,7.0,18.0,0.28,1.0
322,discovery,136,39.0,97.0,0.2868,38.0,98.0,0.2794,0.9744,2.0,134.0,0.0147,0.0526,38.0,98.0,0.2794,1.0
323,viewer,34,9.0,25.0,0.2647,7.0,27.0,0.2059,0.7778,2.0,32.0,0.0588,0.2857,7.0,27.0,0.2059,1.0
324,identifying,38,14.0,24.0,0.3684,13.0,25.0,0.3421,0.9286,2.0,36.0,0.0526,0.1538,13.0,25.0,0.3421,1.0
325,vectors,75,20.0,55.0,0.2667,18.0,57.0,0.24,0.9,2.0,73.0,0.0267,0.1111,18.0,57.0,0.24,1.0
326,synthetic,378,59.0,319.0,0.1561,46.0,332.0,0.1217,0.7797,9.0,369.0,0.0238,0.1957,46.0,332.0,0.1217,1.0
327,accessibility,109,21.0,88.0,0.1927,20.0,89.0,0.1835,0.9524,2.0,107.0,0.0183,0.1,20.0,89.0,0.1835,1.0
328,taken,263,37.0,226.0,0.1407,13.0,250.0,0.0494,0.3514,2.0,261.0,0.0076,0.1538,13.0,250.0,0.0494,1.0
329,account,123,34.0,89.0,0.2764,24.0,99.0,0.1951,0.7059,3.0,120.0,0.0244,0.125,24.0,99.0,0.1951,1.0
330,sorry,36,16.0,20.0,0.4444,16.0,20.0,0.4444,1.0,0.0,36.0,0.0,0.0,16.0,20.0,0.4444,1.0
331,chiral,42,4.0,38.0,0.0952,0.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0
332,worth,29,3.0,26.0,0.1034,2.0,27.0,0.069,0.6667,0.0,29.0,0.0,0.0,2.0,27.0,0.069,1.0
333,enantiomers,24,1.0,23.0,0.0417,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0
334,racemic,9,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0
335,phenol,166,1.0,165.0,0.006,1.0,165.0,0.006,1.0,0.0,166.0,0.0,0.0,1.0,165.0,0.006,1.0
336,variants,41,2.0,39.0,0.0488,0.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0
337,flexible,149,27.0,122.0,0.1812,26.0,123.0,0.1745,0.963,0.0,149.0,0.0,0.0,26.0,123.0,0.1745,1.0
338,chain,513,88.0,425.0,0.1715,81.0,432.0,0.1579,0.9205,10.0,503.0,0.0195,0.1235,81.0,432.0,0.1579,1.0
339,linking,166,13.0,153.0,0.0783,2.0,164.0,0.012,0.1538,0.0,166.0,0.0,0.0,2.0,164.0,0.012,1.0
340,submitted,287,39.0,248.0,0.1359,30.0,257.0,0.1045,0.7692,2.0,285.0,0.007,0.0667,30.0,257.0,0.1045,1.0
341,imidazoles,27,15.0,12.0,0.5556,15.0,12.0,0.5556,1.0,0.0,27.0,0.0,0.0,15.0,12.0,0.5556,1.0
342,extra,309,26.0,283.0,0.0841,17.0,292.0,0.055,0.6538,5.0,304.0,0.0162,0.2941,17.0,292.0,0.055,1.0
343,bonds,173,14.0,159.0,0.0809,13.0,160.0,0.0751,0.9286,4.0,169.0,0.0231,0.3077,13.0,160.0,0.0751,1.0
344,dimer,50,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0
345,interface,148,3.0,145.0,0.0203,0.0,148.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,148.0,0.0,0.0
346,x_0887,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
347,ser1,41,0.0,41.0,0.0,0.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0
348,arg4,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
349,peptide,108,1.0,107.0,0.0093,1.0,107.0,0.0093,1.0,0.0,108.0,0.0,0.0,1.0,107.0,0.0093,1.0
350,motif,215,18.0,197.0,0.0837,12.0,203.0,0.0558,0.6667,4.0,211.0,0.0186,0.3333,12.0,203.0,0.0558,1.0
351,sgfr,14,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0
352,phenylalanine,6,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
353,side-chain,10,1.0,9.0,0.1,1.0,9.0,0.1,1.0,0.0,10.0,0.0,0.0,1.0,9.0,0.1,1.0
354,internal,13,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
355,tertiary,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
356,uncharged,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
357,acetylated,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
358,n-terminus,24,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0
359,c-terminus,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
360,citrulline,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
361,arginine,5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
362,random,64,19.0,45.0,0.2969,19.0,45.0,0.2969,1.0,0.0,64.0,0.0,0.0,19.0,45.0,0.2969,1.0
363,fragement,3,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
364,required,149,5.0,144.0,0.0336,5.0,144.0,0.0336,1.0,9.0,140.0,0.0604,1.8,4.0,145.0,0.0268,0.8
365,practical,8,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
366,blog,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
367,ucsf,13,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0
368,chimera,20,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
369,autodock,230,30.0,200.0,0.1304,25.0,205.0,0.1087,0.8333,1.0,229.0,0.0043,0.04,25.0,205.0,0.1087,1.0
370,vina,229,33.0,196.0,0.1441,28.0,201.0,0.1223,0.8485,2.0,227.0,0.0087,0.0714,28.0,201.0,0.1223,1.0
371,screened,55,12.0,43.0,0.2182,5.0,50.0,0.0909,0.4167,0.0,55.0,0.0,0.0,5.0,50.0,0.0909,1.0
372,popular,10,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
373,heterocycles,106,3.0,103.0,0.0283,1.0,105.0,0.0094,0.3333,0.0,106.0,0.0,0.0,1.0,105.0,0.0094,1.0
374,etc,97,6.0,91.0,0.0619,5.0,92.0,0.0515,0.8333,0.0,97.0,0.0,0.0,5.0,92.0,0.0515,1.0
375,proposed,194,18.0,176.0,0.0928,8.0,186.0,0.0412,0.4444,0.0,194.0,0.0,0.0,8.0,186.0,0.0412,1.0
376,straightforward,28,21.0,7.0,0.75,18.0,10.0,0.6429,0.8571,4.0,24.0,0.1429,0.2222,18.0,10.0,0.6429,1.0
377,variations,87,3.0,84.0,0.0345,3.0,84.0,0.0345,1.0,0.0,87.0,0.0,0.0,3.0,84.0,0.0345,1.0
378,optimization,97,24.0,73.0,0.2474,23.0,74.0,0.2371,0.9583,0.0,97.0,0.0,0.0,23.0,74.0,0.2371,1.0
379,planning,7,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
380,seesar9,3,1.0,2.0,0.3333,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
