,term,N,N_ordered,N_not_ordered,N_made,N_not_made,N_assayed,N_not_assayed,N_crystallised,N_not_crystallised,freq_ordered (of total),freq_made (of total),freq_assayed (of total),freq_crystallised (of total),freq_made (of ordered),freq_assayed (of made),freq_crystallised (of made),fisher_p_ordered,χ2_p_ordered,fisher_p_made,χ2_p_made,fisher_p_assayed,χ2_p_assayed,fisher_p_crystallised,χ2_p_crystallised,log2_freq_ordered (of total),log2_freq_made (of total),log2_freq_assayed (of total),log2_freq_crystallised (of total),log2_freq_made (of ordered),log2_freq_assayed (of made),log2_freq_crystallised (of made)
70,x0195,184,59.0,125.0,25.0,159.0,25.0,159.0,2.0,182.0,0.3207,0.1359,0.1359,0.0109,0.4237,1.0,0.08,5.26716834932038e-09,0.0,0.05797302897608657,0.0,0.054699042375826464,0.0,0.7729867992433468,0.0,1.3978951857279183,0.5961524352529439,0.6236948952098705,-0.6326951115052578,-0.8013594242818839,0.027674958442848226,-1.2372577709003718
71,analysis,209,49.0,160.0,45.0,164.0,45.0,164.0,10.0,199.0,0.2344,0.2153,0.2153,0.0478,0.9184,1.0,0.2222,0.0001178181182549515,0.0,1.6725551892679812e-06,0.0,8.545592660438514e-07,0.0,0.004502101855164622,0.0,0.9456434017085195,1.2599552986527864,1.2874977586097132,1.4999873716985643,0.3147200890299138,0.027674958442848226,0.23652914071399558
72,x1380,11,10.0,1.0,1.0,10.0,1.0,10.0,0.0,11.0,0.9091,0.0909,0.0909,0.0,0.1,1.0,0.0,2.6153218266817592e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.9011098299640605,0.015959178679659833,0.04350163863658642,-inf,-2.884402552983687,0.027674958442848226,-inf
73,pymol,30,2.0,28.0,1.0,29.0,1.0,29.0,0.0,30.0,0.0667,0.0333,0.0333,0.0,0.5,1.0,0.0,0.5730285612744901,0.0,0.5124181436709975,0.0,0.5117690013948386,0.0,1.0,0.0,-0.8675705015291434,-1.432798938443185,-1.4052564784862582,-inf,-0.5624744580963246,0.027674958442848226,-inf
74,central,55,2.0,53.0,1.0,54.0,1.0,54.0,0.0,55.0,0.0364,0.0182,0.0182,0.0,0.5,1.0,0.0,0.0855189927899389,0.0,0.08686047435402686,0.0,0.08700982887417061,0.0,1.0,0.0,-1.741318812515032,-2.304382665315751,-2.276840205358824,-inf,-0.5624744580963246,0.027674958442848226,-inf
75,piperidine,284,39.0,245.0,24.0,260.0,3.0,281.0,5.0,279.0,0.1373,0.0845,0.0106,0.0176,0.6154,0.125,0.2083,0.4701819809490831,0.0,0.9164723560529917,0.0,2.172297968455093e-07,0.0,0.8162688891050502,0.0,0.17400245743337228,-0.08936977434490044,-3.0567143909943213,0.05855218235511323,-0.2628781093122295,-2.9723250415571516,0.14333316336555027
76,enable,96,13.0,83.0,10.0,86.0,10.0,86.0,2.0,94.0,0.1354,0.1042,0.1042,0.0208,0.7692,1.0,0.2,0.64516763479278,0.0,0.5958929233506922,0.0,0.5908012314532176,0.0,0.6799768028662972,0.0,0.15389857086126824,0.2129622567640609,0.24050471672098772,0.29956028185890793,0.058956209694122984,0.027674958442848226,0.08467032398699051
77,targeting,220,18.0,202.0,15.0,205.0,15.0,205.0,0.0,220.0,0.0818,0.0682,0.0682,0.0,0.8333,1.0,0.0,0.11428737293056662,0.0,0.3397430499157621,0.0,0.398352501608216,0.0,0.05448055829479719,0.0,-0.5731564197719795,-0.39854937649027494,-0.3710069165333482,-inf,0.1744334271140591,0.027674958442848226,-inf
78,pocket,923,122.0,801.0,85.0,838.0,85.0,838.0,8.0,915.0,0.1322,0.0921,0.0921,0.0087,0.6967,1.0,0.0941,0.41207046634060107,0.0,0.8132906555252887,0.0,0.7208512753412983,0.0,0.05968766843083806,0.0,0.11939300879396354,0.0348800405768885,0.06242250053381491,-0.9579359404334561,-0.08386498969181304,0.027674958442848226,-1.0030630479465596
79,2-phenylethyl,20,9.0,11.0,0.0,20.0,0.0,20.0,0.0,20.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0027765135333498512,0.0,0.40361675693885934,0.0,0.40160641735489155,0.0,1.0,0.0,1.886595833390671,-inf,-inf,-inf,-inf,-inf,-inf
80,non,4039,95.0,3944.0,61.0,3978.0,61.0,3978.0,3.0,4036.0,0.0235,0.0151,0.0151,0.0007,0.6421,1.0,0.0492,1.3183620899651211e-83,0.0,5.38331431287006e-69,0.0,5.160060335284727e-67,0.0,4.2527184864385135e-22,0.0,-2.372596506148729,-2.5737725661893682,-2.5462301062324415,-4.59352451422458,-0.20160455428203877,0.027674958442848226,-1.9385994553358568
81,covalent,4532,180.0,4352.0,125.0,4407.0,124.0,4408.0,23.0,4509.0,0.0397,0.0276,0.0274,0.0051,0.6944,0.992,0.184,5.946372989793387e-57,0.0,2.1273271117959887e-46,0.0,3.513976927672543e-45,0.0,1.9730145596695015e-10,0.0,-1.6161182555707705,-1.703652848736278,-1.6866027625969937,-1.7284540943106885,-0.08863560520129482,0.016086984167636532,-0.035623909730721215
82,around,242,92.0,150.0,68.0,174.0,68.0,174.0,6.0,236.0,0.3802,0.281,0.281,0.0248,0.7391,1.0,0.0882,7.628240412259207e-17,0.0,2.119860345663179e-13,0.0,9.54651195029394e-14,0.0,0.31555014157691047,0.0,1.6434293639348236,1.6441771095938413,1.671719569550768,0.5533168741046911,0.0013670207840033935,0.027674958442848226,-1.096479115117576
83,cysteine,1384,7.0,1377.0,4.0,1380.0,4.0,1380.0,0.0,1384.0,0.0051,0.0029,0.0029,0.0,0.5714,1.0,0.0,4.2332667139413396e-55,0.0,2.9995407194529356e-43,0.0,2.689102422246064e-42,0.0,4.380463986869118e-10,0.0,-4.576688110742233,-4.954196310386875,-4.926653850429949,-inf,-0.36990151670940224,0.027674958442848226,-inf
84,interact,4474,115.0,4359.0,82.0,4392.0,81.0,4393.0,20.0,4454.0,0.0257,0.0183,0.0181,0.0045,0.713,0.9878,0.2439,2.5439689388200679e-85,0.0,2.855498851181724e-66,0.0,9.219141884131029e-65,0.0,1.0498556962302014e-11,0.0,-2.24348890351985,-2.296477467230405,-2.284788958474315,-1.9090263399525094,-0.050500476314523673,0.009965832271843042,0.37096008212108744
85,glutamine,14,2.0,12.0,2.0,12.0,2.0,12.0,0.0,14.0,0.1429,0.1429,0.1429,0.0,1.0,1.0,0.0,0.6899762364895843,0.0,0.3850824685499252,0.0,0.3765216501900348,0.0,1.0,0.0,0.23167674838208804,0.6686128955813693,0.6961553555382959,-inf,0.4375255419036754,0.027674958442848226,-inf
86,met,2377,224.0,2153.0,131.0,2246.0,131.0,2246.0,14.0,2363.0,0.0942,0.0551,0.0551,0.0059,0.5848,1.0,0.1069,0.0004921466666641251,0.0,5.5480672225268896e-08,0.0,2.1150405595891054e-07,0.0,1.1602497387655445e-05,0.0,-0.3695302031009452,-0.7062687969432895,-0.6787263369863629,-1.518236386920343,-0.33645924169333674,0.027674958442848226,-0.8190678229546059
87,deeper,11,2.0,9.0,2.0,9.0,2.0,9.0,0.0,11.0,0.1818,0.1818,0.1818,0.0,1.0,1.0,0.0,0.6444666773843839,0.0,0.29193361259130485,0.0,0.28474507904136354,0.0,1.0,0.0,0.5790230314803786,1.0159591786796598,1.0435016386365865,-inf,0.4375255419036754,0.027674958442848226,-inf
88,x0692,65,21.0,44.0,5.0,60.0,5.0,60.0,1.0,64.0,0.3231,0.0769,0.0769,0.0154,0.2381,1.0,0.2,0.0003412322798248216,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.4086515825516353,-0.22533751755262083,-0.19779505759569416,-0.1340928955872828,-1.6328349323754399,0.027674958442848226,0.08467032398699051
89,poke,12,3.0,9.0,3.0,9.0,3.0,9.0,0.0,12.0,0.25,0.25,0.25,0.0,1.0,1.0,0.0,0.21795851027545102,0.0,0.12125968605394605,0.0,0.11653452604414521,0.0,1.0,0.0,1.038598926835721,1.4755350740350022,1.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
90,inspired,410,19.0,391.0,17.0,393.0,17.0,393.0,5.0,405.0,0.0463,0.0415,0.0415,0.0122,0.8947,1.0,0.2941,3.584449868335526e-06,0.0,0.0008256709188038142,0.0,0.001058517318916425,0.0,0.6932981276725307,0.0,-1.394245069453492,-1.11520977928016,-1.0876673193232334,-0.4701420987192978,0.2770014633974307,0.027674958442848226,0.6409771082119674
91,anti-hiv1,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
92,drug,723,62.0,661.0,54.0,669.0,54.0,669.0,1.0,722.0,0.0858,0.0747,0.0747,0.0014,0.871,1.0,0.0185,0.007751166865265927,0.0,0.22678800170106556,0.0,0.2791068784611396,0.0,0.00018136400334696333,0.0,-0.5042796152141829,-0.26721287272521,-0.23967041276828338,-3.59352451422458,0.23827016584045282,0.027674958442848226,-3.3497325001587845
93,temsavir,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
94,structural,278,70.0,208.0,58.0,220.0,58.0,220.0,7.0,271.0,0.2518,0.2086,0.2086,0.0252,0.8286,1.0,0.1207,5.946449418035163e-07,0.0,1.4147754345094946e-07,0.0,6.982885500552682e-08,0.0,0.34346768398621685,0.0,1.0489491150052883,1.2143461370053186,1.241888596962245,0.5764004872177322,0.16627326733343292,0.027674958442848226,-0.6439039999200751
95,motifs,162,12.0,150.0,10.0,152.0,10.0,152.0,4.0,158.0,0.0741,0.0617,0.0617,0.0247,0.8333,1.0,0.4,0.10940110800822103,0.0,0.32646781170982864,0.0,0.3250761814699053,0.0,0.3626095421907402,0.0,-0.7157837204078945,-0.5430506263650294,-0.5155081664081028,0.5474877953024935,0.1744334271140591,0.027674958442848226,1.0846703239869906
96,piperazine,303,33.0,270.0,15.0,288.0,15.0,288.0,4.0,299.0,0.1089,0.0495,0.0495,0.0132,0.4545,1.0,0.2667,0.5952507389173101,0.0,0.022274565457187985,0.0,0.027894803760029563,0.0,0.821389031364446,0.0,-0.1603252139968216,-0.8608925905474752,-0.8333501305905484,-0.3564853169237307,-0.7001222585643048,0.027674958442848226,0.4998881488758297
97,series,949,81.0,868.0,59.0,890.0,38.0,911.0,7.0,942.0,0.0854,0.0622,0.04,0.0074,0.7284,0.6441,0.1186,0.0020897759582701645,0.0,0.006036454643875047,0.0,2.3820850876269324e-07,0.0,0.02311921644313801,0.0,-0.5110211930932379,-0.5314065353838447,-1.140778655782796,-1.1914260706532342,-0.019671630668935687,-0.6069684445266715,-0.6692256661290928
98,combined,102,6.0,96.0,3.0,99.0,3.0,99.0,0.0,102.0,0.0588,0.0294,0.0294,0.0,0.5,1.0,0.0,0.08613857270645829,0.0,0.04730865752617919,0.0,0.046892561224090884,0.0,0.41978631535030975,0.0,-1.0494411078773642,-1.6125049606780828,-1.5849625007211563,-inf,-0.5624744580963246,0.027674958442848226,-inf
99,bicyclic,73,21.0,52.0,0.0,73.0,0.0,73.0,0.0,73.0,0.2877,0.0,0.0,0.0,0.0,0.0,0.0,0.0012654773335288012,0.0,0.004088839363908558,0.0,0.0039854338230601374,0.0,0.636093773243054,0.0,1.2412360530255588,-inf,-inf,-inf,-inf,-inf,-inf
100,scaffolds,334,50.0,284.0,40.0,294.0,40.0,294.0,0.0,334.0,0.1497,0.1198,0.1198,0.0,0.8,1.0,0.0,0.1843504918818966,0.0,0.10582078756891009,0.0,0.08430087029168701,0.0,0.007227821550651247,0.0,0.2987450533446882,0.4142348872743384,0.4417773472312651,-inf,0.11559744701631311,0.027674958442848226,-inf
101,saturated,52,4.0,48.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.5174510660773586,0.0,0.020367219229751612,0.0,0.020338246518805815,0.0,1.0,0.0,-0.6622736647519019,-inf,-inf,-inf,-inf,-inf,-inf
102,n-cyclic,5,2.0,3.0,0.0,5.0,0.0,5.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.17131013787363789,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.7166708319483588,-inf,-inf,-inf,-inf,-inf,-inf
103,maintain,62,7.0,55.0,5.0,57.0,5.0,57.0,0.0,62.0,0.1129,0.0806,0.0806,0.0,0.7143,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6284984747532529,0.0,-0.10828368194072749,-0.15754127698647977,-0.12999881702955313,-inf,-0.04787243165428377,0.027674958442848226,-inf
104,core,4033,132.0,3901.0,107.0,3926.0,107.0,3926.0,8.0,4025.0,0.0327,0.0265,0.0265,0.002,0.8106,1.0,0.0748,5.7993838213337534e-64,0.0,3.448412077388931e-44,0.0,1.6707498674470576e-42,0.0,4.210426368872547e-17,0.0,-1.895966627215646,-1.7623287560638858,-1.7347862961069593,-3.0789513413948217,0.1345876224010667,0.027674958442848226,-1.3342195007874598
105,analogue,421,77.0,344.0,62.0,359.0,62.0,359.0,13.0,408.0,0.1829,0.1473,0.1473,0.0309,0.8052,1.0,0.2097,0.002152184531842359,0.0,0.0007917620806587339,0.0,0.0005243501749581491,0.0,0.055327242127621745,0.0,0.5877259070349882,0.7123644095214019,0.7399068694783284,0.8705835916221905,0.12494461927556576,0.027674958442848226,0.152997185421496
106,synthesis,416,94.0,322.0,58.0,358.0,58.0,358.0,14.0,402.0,0.226,0.1394,0.1394,0.0337,0.617,1.0,0.2414,6.10943990552417e-07,0.0,0.0031127449464801987,0.0,0.002156271515082698,0.0,0.021075009315852287,0.0,0.8929936045888217,0.6328375403539758,0.6603800003109024,0.9957253448996742,-0.259132063608994,0.027674958442848226,0.3560960000799249
107,alkylate,7,2.0,5.0,0.0,7.0,0.0,7.0,0.0,7.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.254863673191028,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.2311718682226436,-inf,-inf,-inf,-inf,-inf,-inf
108,easier,32,5.0,27.0,1.0,31.0,1.0,31.0,0.0,32.0,0.1562,0.0312,0.0312,0.0,0.2,1.0,0.0,0.5930474308713499,0.0,0.5188465912510185,0.0,0.5168489125583502,0.0,1.0,0.0,0.36006528542825095,-1.526775086652199,-1.4992326266952722,-inf,-1.884402552983687,0.027674958442848226,-inf
109,synthesise,59,9.0,50.0,6.0,53.0,6.0,53.0,2.0,57.0,0.1525,0.1017,0.1017,0.0339,0.6667,1.0,0.3333,0.5551061762885379,0.0,0.6551600295260169,0.0,0.6498527195875093,0.0,0.27194329567720466,0.0,0.32548007462388256,0.1779266583430527,0.20546911829997958,1.0042620268541598,-0.14736482586874528,0.027674958442848226,0.8214916414351515
110,amenable,6,3.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,0.5,0.1667,0.1667,0.1667,0.3333,1.0,1.0,0.06512516755787624,0.0,0.45268054940531566,0.0,0.4466364582579442,0.0,0.11139871996662425,0.0,2.038598926835721,0.8908610834719695,0.9184035434288962,3.3021589527042323,-1.147581235535526,0.027674958442848226,2.4065984188743528
111,studies,65,2.0,63.0,0.0,65.0,0.0,65.0,0.0,65.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.045031050931166036,0.0,0.005881547374388467,0.0,0.009468354462866129,0.0,0.6295883738092096,0.0,-1.982326912018827,-inf,-inf,-inf,-inf,-inf,-inf
112,attached,153,20.0,133.0,18.0,135.0,18.0,135.0,0.0,153.0,0.1307,0.1176,0.1176,0.0,0.9,1.0,0.0,0.7131556351770107,0.0,0.2645633105826863,0.0,0.2581623364134254,0.0,0.18664539355525014,0.0,0.102929973081705,0.38749503932191715,0.41503749927884376,-inf,0.2855224484586253,0.027674958442848226,-inf
113,bromide,13,2.0,11.0,0.0,13.0,0.0,13.0,0.0,13.0,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.6739755080010369,0.0,0.6181532449373273,0.0,0.6176979757266597,0.0,1.0,0.0,0.33772633524809814,-inf,-inf,-inf,-inf,-inf,-inf
114,cross-coupling,27,2.0,25.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.7641454127501222,0.0,0.16442881668483764,0.0,0.16471839949421024,0.0,1.0,0.0,-0.7157837204078945,-inf,-inf,-inf,-inf,-inf,-inf
115,attach,187,29.0,158.0,19.0,168.0,19.0,168.0,0.0,187.0,0.1551,0.1016,0.1016,0.0,0.6552,1.0,0.0,0.22601471739154516,0.0,0.6093105126694152,0.0,0.5211179461712762,0.0,0.07924124186885889,0.0,0.3498695183223622,0.1765073812577186,0.20404984121464512,-inf,-0.17246719600476554,0.027674958442848226,-inf
116,probe,96,12.0,84.0,6.0,90.0,6.0,90.0,0.0,96.0,0.125,0.0625,0.0625,0.0,0.5,1.0,0.0,0.8768061065418512,0.0,0.47224647431407674,0.0,0.5823377052962959,0.0,0.4129021787851815,0.0,0.03859892683572094,-0.5244649259649978,-0.4969224660080712,-inf,-0.5624744580963246,0.027674958442848226,-inf
117,further,274,43.0,231.0,39.0,235.0,39.0,235.0,1.0,273.0,0.1569,0.1423,0.1423,0.0036,0.907,1.0,0.0256,0.12234456086192516,0.0,0.012579075974550996,0.0,0.008794163646548305,0.0,0.1414700262197171,0.0,0.3665161842543693,0.6625426410120353,0.690085100968962,-2.2309544348398718,0.2966999977701107,0.027674958442848226,-2.8811139606750964
118,x0678_0,12,2.0,10.0,2.0,10.0,2.0,10.0,1.0,11.0,0.1667,0.1667,0.1667,0.0833,1.0,1.0,0.5,0.6586701085329884,0.0,0.3234116665882957,0.0,0.31571125529130956,0.0,0.19691481220160806,0.0,0.4539249362726884,0.8908610834719695,0.9184035434288962,2.3012932490833635,0.4375255419036754,0.027674958442848226,1.406598418874353
119,merged,109,31.0,78.0,11.0,98.0,11.0,98.0,2.0,107.0,0.2844,0.1009,0.1009,0.0183,0.3548,1.0,0.1818,0.00010925811372182055,0.0,0.7376656148862113,0.0,0.614837241515233,0.0,0.7087304214878085,0.0,1.2245922969056866,0.16653315359190995,0.19407561354883682,0.1148204020018584,-1.0573965433447101,0.027674958442848226,-0.05297747648098947
120,x0387_0,13,2.0,11.0,2.0,11.0,2.0,11.0,1.0,12.0,0.1538,0.1538,0.1538,0.0769,1.0,1.0,0.5,0.6739755080010369,0.0,0.35451197128393097,0.0,0.34635382901135714,0.0,0.210341699907394,0.0,0.33772633524809814,0.7746624824473791,0.8022049424043058,2.1859603516796424,0.4375255419036754,0.027674958442848226,1.406598418874353
121,x0072_0,19,3.0,16.0,3.0,16.0,3.0,16.0,1.0,18.0,0.1579,0.1579,0.1579,0.0526,1.0,1.0,0.3333,0.7264231481828022,0.0,0.42129037750989073,0.0,0.41776332172299113,0.0,0.28630018826825315,0.0,0.3756820031465087,0.8126181503457899,0.8401606103027165,1.6380395530101182,0.4375255419036754,0.027674958442848226,0.8214916414351515
122,synthesisable,12,2.0,10.0,2.0,10.0,2.0,10.0,1.0,11.0,0.1667,0.1667,0.1667,0.0833,1.0,1.0,0.5,0.6586701085329884,0.0,0.3234116665882957,0.0,0.31571125529130956,0.0,0.19691481220160806,0.0,0.4539249362726884,0.8908610834719695,0.9184035434288962,2.3012932490833635,0.4375255419036754,0.027674958442848226,1.406598418874353
123,a-diazo,12,2.0,10.0,2.0,10.0,2.0,10.0,1.0,11.0,0.1667,0.1667,0.1667,0.0833,1.0,1.0,0.5,0.6586701085329884,0.0,0.3234116665882957,0.0,0.31571125529130956,0.0,0.19691481220160806,0.0,0.4539249362726884,0.8908610834719695,0.9184035434288962,2.3012932490833635,0.4375255419036754,0.027674958442848226,1.406598418874353
124,a-aryl,12,2.0,10.0,2.0,10.0,2.0,10.0,1.0,11.0,0.1667,0.1667,0.1667,0.0833,1.0,1.0,0.5,0.6586701085329884,0.0,0.3234116665882957,0.0,0.31571125529130956,0.0,0.19691481220160806,0.0,0.4539249362726884,0.8908610834719695,0.9184035434288962,2.3012932490833635,0.4375255419036754,0.027674958442848226,1.406598418874353
125,amides,1265,90.0,1175.0,43.0,1222.0,43.0,1222.0,6.0,1259.0,0.0711,0.034,0.034,0.0047,0.4778,1.0,0.1395,3.563746433141187e-07,0.0,2.1019401977664233e-12,0.0,6.734347760499394e-12,0.0,0.0003403748100351717,0.0,-0.7754077030943133,-1.4027863693767455,-1.3752439094198188,-1.8462905846045468,-0.6279956991894418,0.027674958442848226,-0.4350645539585465
126,insertion,12,2.0,10.0,2.0,10.0,2.0,10.0,1.0,11.0,0.1667,0.1667,0.1667,0.0833,1.0,1.0,0.5,0.6586701085329884,0.0,0.3234116665882957,0.0,0.31571125529130956,0.0,0.19691481220160806,0.0,0.4539249362726884,0.8908610834719695,0.9184035434288962,2.3012932490833635,0.4375255419036754,0.027674958442848226,1.406598418874353
127,cyclopropanation,12,2.0,10.0,2.0,10.0,2.0,10.0,1.0,11.0,0.1667,0.1667,0.1667,0.0833,1.0,1.0,0.5,0.6586701085329884,0.0,0.3234116665882957,0.0,0.31571125529130956,0.0,0.19691481220160806,0.0,0.4539249362726884,0.8908610834719695,0.9184035434288962,2.3012932490833635,0.4375255419036754,0.027674958442848226,1.406598418874353
128,inspected,7,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
129,non-covalent,3712,71.0,3641.0,46.0,3666.0,46.0,3666.0,2.0,3710.0,0.0191,0.0124,0.0124,0.0005,0.6479,1.0,0.0435,3.0169341019990545e-88,0.0,2.965861661892478e-71,0.0,1.997017371555281e-69,0.0,1.6794086051549877e-21,0.0,-2.67168462467798,-2.8579809951275723,-2.8304385351706456,-5.078951341394822,-0.1886313951780161,0.027674958442848226,-2.116242369939006
130,identified,183,25.0,158.0,23.0,160.0,23.0,160.0,6.0,177.0,0.1366,0.1257,0.1257,0.0328,0.92,1.0,0.2609,0.5747641898419198,0.0,0.12749432169338357,0.0,0.12210364662637349,0.0,0.14016956504138603,0.0,0.16662831557636193,0.4835916289060606,0.5111340888629874,0.9566725683358996,0.31723130818596357,0.027674958442848226,0.4681672681423557
131,sub-pockets,12,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6317147149428632,0.0,0.6158796510291435,0.0,0.6160242222883743,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
132,active,1415,75.0,1340.0,58.0,1357.0,58.0,1357.0,3.0,1412.0,0.053,0.041,0.041,0.0021,0.7733,1.0,0.0517,2.4991620448157902e-14,0.0,2.5397490646051883e-10,0.0,7.139172271997835e-10,0.0,6.010140994610193e-07,0.0,-1.1992649032631668,-1.132697206009001,-1.1051547460520745,-3.008562013503424,0.06662566006405848,0.027674958442848226,-1.867093490360162
133,site,1391,106.0,1285.0,95.0,1296.0,95.0,1296.0,8.0,1383.0,0.0762,0.0683,0.0683,0.0058,0.8962,1.0,0.0842,2.2738916341878777e-06,0.0,0.01257711434792013,0.0,0.020725554780370664,0.0,0.0006481033463813077,0.0,-0.6754662652204064,-0.39643553722435687,-0.3688930772674301,-1.542898441154612,0.27941817350673126,0.027674958442848226,-1.1634375376087005
134,overlapping,97,13.0,84.0,5.0,92.0,5.0,92.0,0.0,97.0,0.134,0.0515,0.0515,0.0,0.3846,1.0,0.0,0.7575126546749802,0.0,0.27791674245748843,0.0,0.3581330816512827,0.0,0.4138738509037705,0.0,0.1389038326314065,-0.8037486834438665,-0.7762062234869398,-inf,-0.941043790305877,0.027674958442848226,-inf
135,bicycle,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
136,centre,2966,23.0,2943.0,20.0,2946.0,20.0,2946.0,0.0,2966.0,0.0078,0.0067,0.0067,0.0,0.8696,1.0,0.0,1.1060532389027141e-101,0.0,1.5144235818213385e-73,0.0,8.071184947864878e-72,0.0,3.17129150576348e-20,0.0,-3.96371123385148,-3.7460881150566747,-3.718545655099748,-inf,0.235949387381535,0.027674958442848226,-inf
137,decided,40,9.0,31.0,9.0,31.0,9.0,31.0,0.0,40.0,0.225,0.225,0.225,0.0,1.0,1.0,0.0,0.10384114938658884,0.0,0.017817755879768082,0.0,0.01604992107489723,0.0,1.0,0.0,0.8865958333906709,1.3235319805899521,1.3510744405468789,-inf,0.4375255419036754,0.027674958442848226,-inf
138,thiophene,190,43.0,147.0,18.0,172.0,18.0,172.0,4.0,186.0,0.2263,0.0947,0.0947,0.0211,0.4186,1.0,0.2222,0.000637174177382788,0.0,0.7995288537245612,0.0,0.7024425064916029,0.0,0.569259805511056,0.0,0.894907416553164,0.07504330995393783,0.10258576991086457,0.320219752425001,-0.8188302413900648,0.027674958442848226,0.23652914071399558
139,possibly,54,1.0,53.0,1.0,53.0,1.0,53.0,0.0,54.0,0.0185,0.0185,0.0185,0.0,1.0,1.0,0.0,0.027119174620980922,0.0,0.0867783964967699,0.0,0.12946230246857346,0.0,1.0,0.0,-2.7177319921974163,-2.2807958449981354,-2.2532533850412086,-inf,0.4375255419036754,0.027674958442848226,-inf
140,important,159,9.0,150.0,7.0,152.0,7.0,152.0,0.0,159.0,0.0566,0.044,0.044,0.0,0.7778,1.0,0.0,0.023359567986431004,0.0,0.06338470989782435,0.0,0.08307296347630697,0.0,0.11826126715393892,0.0,-1.104455209881846,-1.0308175919897877,-1.003275132032861,-inf,0.07499668178843441,0.027674958442848226,-inf
141,interaction,4290,104.0,4186.0,77.0,4213.0,76.0,4214.0,19.0,4271.0,0.0242,0.0179,0.0177,0.0044,0.7404,0.987,0.2468,5.579838192398354e-86,0.0,5.909454999072725e-65,0.0,1.966221881174425e-63,0.0,2.4839022327248114e-11,0.0,-2.330250215439134,-2.328361528250191,-2.3170292954745233,-1.9414478176448868,0.003902342224799793,0.008796948237158993,0.38801271847432134
142,cys145,181,46.0,135.0,32.0,149.0,32.0,149.0,4.0,177.0,0.2541,0.1768,0.1768,0.0221,0.6957,1.0,0.125,3.7811425971814457e-05,0.0,0.0010378864828204748,0.0,0.000901169373841359,0.0,0.5553728788983108,0.0,1.0620672073396262,0.9757252538769845,1.0032677138339112,0.3870231231092475,-0.08593723227861447,0.027674958442848226,-0.5934015811256471
143,x072,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
